source_text,tone,target_text,,,
അത് ഞാൻ തന്നെ ചെയ്യും,informal,I’ll do it myself,,,
ഇന്നെന്താ ഇത്ര ലേറ്റ്,informal,Why so late today?,,,
അവിടെ തിരക്കേറെയാണ്,informal,It’s very crowded there,,,
"എടാ, ഇതൊക്കെ എന്തിനാ",informal,"Dude, why all this?",,,
ഇപ്പൊ വിട്ടാൽ മതി,informal,Leave it now,,,
നാളെ നോക്കാം,informal,We’ll see tomorrow,,,
ഇങ്ങനെ നടക്കില്ല,informal,This won’t work,,,
ഒന്ന് ശാന്തമാകൂ,informal,Calm down a bit,,,
അവൻ പറഞ്ഞത് കേൾക്കണ്ട,informal,Don’t listen to him,,,
ഇതൊക്കെ ചുമ്മാ,informal,This is just nonsense,,,
നീ ഇങ്ങോട്ട് വരാമോ,informal,Can you come here?,,,
ഇന്നെല്ലാം കുഴപ്പമായി,informal,Everything went wrong today,,,
"എടാ, സമയം പോയി",informal,"Dude, time’s gone",,,
ഇതൊക്കെ നമുക്ക് നോക്കാം,informal,We’ll handle this,,,
"ഏയ്, അത് അങ്ങനെ അല്ല ട്ടോ",informal,"Hey, it’s not like that",,,
ഇപ്പൊ എന്താ ഇത്ര ബഹളം?,informal,Why so much noise now?,,,
നമുക്ക് ഒന്ന് കൂളായി സംസാരിക്കാം,informal,Let’s talk calmly,,,
ഇന്നത്തെ ദിവസം വല്ലാത്തതാ,informal,Today was really something,,,
അവൻ പറഞ്ഞത് കേട്ടപ്പോ തന്നെ മനസ്സിലായി,informal,I understood it the moment he spoke,,,
"അയ്യോ, ഇത്ര പെട്ടെന്ന് തീരും എന്ന് കരുതിയില്ല",informal,Didn’t think it’d finish so fast,,,
"നീ ഒന്ന് ഇരിക്ക്, ഞാൻ വരാം",informal,"You sit, I’ll come",,,
ഇത്ര ടെൻഷൻ എന്തിനാ,informal,Why so much tension?,,,
ഇന്നലെ പള്ളിയിൽ കണ്ടില്ലേ?,informal,Didn’t you see (me) at church yesterday?,,,
അത് ഒക്കെ ചുമ്മാ പറയുന്നതാ,informal,That’s just talk,,,
ഇപ്പൊ അവസ്ഥ അത്ര സുഖമല്ല,informal,Situation isn’t great now,,,
നീ ഒന്ന് കേൾക്കണം,informal,You need to listen,,,
ഇതൊക്കെ നമുക്ക് പിന്നെ നോക്കാം,informal,Let’s see this later,,,
അവൾക്ക് ഇന്നൊന്നും ശരിയല്ല,informal,She’s not okay today,,,
നീ ഇത്ര സീരിയസ് ആക്കണ്ട,informal,Don’t take it so seriously,,,
"എടാ, ഇതെന്താ ഇങ്ങനെ?",informal,"Dude, what’s this like?",,,
ഇന്നത്തെ മീറ്റിംഗ് കൺഫ്യൂസ് ആയിപ്പോയി,informal,Today’s meeting got confusing,,,
അത്ര വേഗം തീരുമാനിക്കണ്ട,informal,Don’t decide so fast,,,
നീ ഒന്ന് പറഞ്ഞാൽ മതി,informal,Just say the word,,,
അവിടെ പോയിട്ട് വലിയ കാര്യമില്ല,informal,No big use going there,,,
ഇന്നത്തെ മഴ വല്ലാത്തതായിരുന്നു,informal,Today’s rain was crazy,,,
ഇതൊക്കെ ദൈവം അറിയാം,informal,God knows all this,,,
നീ ഇപ്പൊ വീട്ടിലാണോ?,informal,Are you home now?,,,
അവൻ അല്പം ഓവർ ആണ്,informal,He’s a bit over the top,,,
ഇങ്ങനെ പോയാൽ പണി കിട്ടും,informal,"If it goes like this, we’re in trouble",,,
അതൊക്കെ നമ്മൾ കൈകാര്യം ചെയ്യാം,informal,We can handle all that,,,
ഇപ്പൊ തന്നെ വിളിക്കണോ?,informal,Should I call now itself?,,,
ഇന്നത്തെ പരിപാടി പൊളിഞ്ഞു,informal,Today’s program got ruined,,,
നീ ഒന്ന് സമാധാനിക്കൂ,informal,Calm down a bit,,,
അത്ര വലിയ വിഷയം അല്ല,informal,It’s not such a big issue,,,
ഇന്നത്തെ ഭക്ഷണം നല്ലതായിരുന്നു,informal,Today’s food was good,,,
അവൾ പറഞ്ഞത് ശരിയാണെന്ന് തോന്നുന്നു,informal,What she said feels right,,,
ഇപ്പൊ എന്താ പ്ലാൻ?,informal,What’s the plan now?,,,
ഇതൊക്കെ പള്ളിയിൽ പറഞ്ഞാൽ മതി,informal,This can be said at church,,,
ഇന്നലെ കണ്ടപ്പോ തന്നെ തോന്നി,informal,Felt it the moment I saw,,,
അവൻ അല്പം ക്ഷീണത്തിലാണ്,informal,He looks a bit tired,,,
നീ ഒന്ന് സഹായിക്കണം,informal,You need to help,,,
ഇതൊക്കെ സമയത്തിനൊപ്പം ശരിയാകും,informal,This will be fine with time,,,
ഇപ്പൊ പറഞ്ഞാൽ കാര്യമില്ല,informal,No point saying it now,,,
ഇന്നത്തെ ദിവസം നീളുകയായിരുന്നു,informal,The day felt long,,,
അവിടെ ഇപ്പോൾ വലിയ തിരക്കാ,informal,It’s crowded there now,,,
അത്ര ചിന്തിക്കണ്ട,informal,Don’t overthink,,,
നീ ഒന്ന് നോക്കിക്കോളൂ,informal,You take a look,,,
ഇന്നത്തെ കാര്യങ്ങൾ തീർന്നോ?,informal,Are today’s things done?,,,
അവൾക്ക് ഇന്ന് വരാൻ പറ്റില്ല,informal,She can’t come today,,,
ഇതൊക്കെ പതിവല്ലേ,informal,Isn’t this usual?,,,
നാളെ കണ്ടിട്ട് പറയാം,informal,Let’s talk after seeing tomorrow,,,
ഇങ്ങനെ ഒക്കെ നടക്കും,informal,Things go like this,,,
ഇന്നലെ പള്ളിയിൽ നിന്നെ കണ്ടോ?,informal,Did I see you at church yesterday?,,,
കുർബാനയ്ക്ക് വൈകിപ്പോയി,informal,I got late for the mass,,,
അച്ഛൻ ഇന്നും നേരത്തെ പോയി,informal,Dad left early again today,,,
അമ്മ വിളിച്ചപ്പോൾ ഞാൻ ക്ലാസിലായിരുന്നു,informal,I was in class when mom called,,,
ഇന്ന് കോളേജിൽ വല്ലാത്ത തിരക്കായിരുന്നു,informal,College was really hectic today,,,
അച്ഛൻ പറഞ്ഞത് ഒന്ന് കേൾക്കണം,informal,You should listen to what dad said,,,
ഇന്നത്തെ ക്ലാസ് കിടിലമായിരുന്നു,informal,Today’s class was awesome,,,
പള്ളിയിലെ മീറ്റിംഗ് നീണ്ടുപോയി,informal,The church meeting went long,,,
അമ്മ ഇന്നൊന്നു മൂടായിരിക്കുന്നു,informal,Mom seems upset today,,,
കോളേജിൽ ഇന്ന് ടെസ്റ്റ് ഉണ്ടായിരുന്നു,informal,There was a test in college today,,,
കുർബാന കഴിഞ്ഞ് നേരെ വീട്ടിൽ പോയി,informal,Went straight home after mass,,,
അച്ഛൻ ഇതൊക്കെ സീരിയസ് ആയി എടുക്കും,informal,Dad will take this seriously,,,
ഇന്നത്തെ ലാബ് ക്ലാസ് ബോറായിരുന്നു,informal,Today’s lab class was boring,,,
പള്ളിയിലെ യുവജന മീറ്റിംഗ് ഇന്നുണ്ട്,informal,There’s a church youth meeting today,,,
അമ്മ പറഞ്ഞു വൈകാതെ വരാൻ,informal,Mom told me to come early,,,
കോളേജിൽ ഇന്നത്തെ പ്രൊഫസർ അടിപൊളി,informal,Today’s professor was great,,,
അച്ഛനോട് ഇപ്പൊ പറയണ്ട,informal,Don’t tell dad now,,,
ഇന്നത്തെ പ്രസംഗം മനസ്സിൽ തട്ടി,informal,Today’s sermon really touched me,,,
ക്ലാസ് കഴിഞ്ഞ് നേരെ ലൈബ്രറിയിൽ പോയി,informal,Went straight to the library after class,,,
അമ്മക്ക് ഇന്ന് വിശ്രമം വേണം,informal,Mom needs rest today,,,
കോളേജിൽ ഫസ്റ്റ് പീരിയഡ് ക്യാൻസൽ,informal,First period in college got cancelled,,,
പള്ളിയിൽ എല്ലാവരും ചോദിച്ചുകൊണ്ടിരുന്നു,informal,Everyone at church kept asking,,,
അച്ഛൻ ഇന്ന് മൂഡ് ഒക്കെയല്ല,informal,Dad’s not in a great mood today,,,
ഇന്നത്തെ സെമിനാർ നന്നായി പോയി,informal,Today’s seminar went well,,,
കുർബാനയ്ക്ക് ശേഷം ടീ കുടിച്ചു,informal,Had tea after mass,,,
അമ്മക്ക് ഇന്നത്തെ ഭക്ഷണം ഇഷ്ടപ്പെട്ടു,informal,Mom liked today’s food,,,
കോളേജിലെ ഗ്രൂപ്പ് പ്രോജക്ട് കുഴപ്പമാണ്,informal,The college group project is messy,,,
പള്ളിയിലെ അച്ഛൻ ഇന്ന് കടുപ്പമായിരുന്നു,informal,The priest was strict today,,,
അച്ഛൻ ഇന്നത്തെ വാർത്ത കണ്ടോ?,informal,Did dad see today’s news?,,,
ഇന്നത്തെ ക്ലാസ് സ്കിപ്പ് ചെയ്തില്ല,informal,I didn’t skip today’s class,,,
അമ്മ പറഞ്ഞു നാളെ പള്ളിക്ക് പോവണം,informal,Mom said we should go to church tomorrow,,,
കോളേജിൽ ഇന്ന് ഫോട്ടോ സെഷൻ ഉണ്ടായിരുന്നു,informal,There was a photo session in college,,,
അച്ഛൻ പറഞ്ഞത് ശരിയാണെന്ന് തോന്നി,imf,I felt dad was right,,,
പള്ളിയിലെ പരിപാടി മാറ്റി,informal,The church program was changed,,,
ഇന്നത്തെ അസൈൻമെന്റ് തീർക്കണം,informal,Need to finish today’s assignment,,,
